docID,edinetCode,secCode,JCN,filerName,fundCode,ordinanceCode,formCode,docTypeCode,periodStart,periodEnd,submitDateTime,docDescription,issuerEdinetCode,subjectEdinetCode,currentReportReason,parentDocID,opeDateTime,xbrlFlag,pdfFlag,csvFlag
S100U9QU,E03189,,5180301002689,株式会社ドミー,,010,030000,120,2023-06-01,2024-05-31,2024-08-30 09:03,有価証券報告書－第83期(2023/06/01－2024/05/31),,,,,,1,1,1
S100UAWP,E05706,21530,3260001010102,Ｅ・Ｊホールディングス株式会社,,010,030000,120,2023-06-01,2024-05-31,2024-08-30 09:14,有価証券報告書－第17期(2023/06/01－2024/05/31),,,,,,1,1,1
S100UAVR,E00866,78880,5230001008725,三光合成株式会社,,010,030000,120,2023-06-01,2024-05-31,2024-08-30 09:18,有価証券報告書－第91期(2023/06/01－2024/05/31),,,,,,1,1,1
S100UAV4,E33497,78080,1040001057646,株式会社シー・エス・ランバー,,010,030000,120,2023-06-01,2024-05-31,2024-08-30 09:22,有価証券報告書－第42期(2023/06/01－2024/05/31),,,,,,1,1,1
S100UADJ,E02480,37910,5012401001942,株式会社ＩＧポート,,010,030000,120,2023-06-01,2024-05-31,2024-08-30 09:34,有価証券報告書－第35期(2023/06/01－2024/05/31),,,,,,1,1,1
S100UANF,E30598,32970,2250001005979,株式会社東武住販,,010,030000,120,2023-06-01,2024-05-31,2024-08-30 10:15,有価証券報告書－第41期(2023/06/01－2024/05/31),,,,,,1,1,1
S100UAVZ,E01508,61500,2220001012680,タケダ機械株式会社,,010,030000,120,2023-06-01,2024-05-31,2024-08-30 10:20,有価証券報告書－第53期(2023/06/01－2024/05/31),,,,,,1,1,1
S100UAOV,E39671,205A0,4430001081892,株式会社ロゴスホールディングス,,010,030000,120,2023-06-01,2024-05-31,2024-08-30 11:39,有価証券報告書－第4期(2023/06/01－2024/05/31),,,,,,1,1,1
S100U473,E05600,,7010001127462,モジュレ株式会社,,010,030000,120,2023-06-01,2024-05-31,2024-08-30 13:00,有価証券報告書－第25期(2023/06/01－2024/05/31),,,,,,1,1,1
S100UASV,E34644,76730,6500001002468,ダイコー通産株式会社,,010,030000,120,2023-06-01,2024-05-31,2024-08-30 13:52,有価証券報告書－第49期(2023/06/01－2024/05/31),,,,,,1,1,1
S100UB17,E24982,36450,1011001036766,株式会社メディカルネット,,010,030000,120,2023-06-01,2024-05-31,2024-08-30 14:17,有価証券報告書－第23期(2023/06/01－2024/05/31),,,,,,1,1,1
S100UB0Z,E03989,88870,3030001038249,株式会社クミカ,,010,030000,120,2023-06-01,2024-05-31,2024-08-30 14:32,有価証券報告書－第46期(2023/06/01－2024/05/31),,,,,,1,1,1
S100UAWW,E24187,45770,4230001001499,ダイト株式会社,,010,030000,120,2023-06-01,2024-05-31,2024-08-30 14:38,有価証券報告書－第82期(2023/06/01－2024/05/31),,,,,,1,1,1
S100UAY7,E38662,55750,9011001100548,株式会社Ｇｌｏｂｅｅ,,010,030000,120,2023-06-01,2024-05-31,2024-08-30 15:00,有価証券報告書－第10期(2023/06/01－2024/05/31),,,,,,1,1,1
S100UB27,E05379,27960,5011201003645,ファーマライズホールディングス株式会社,,010,030000,120,2023-06-01,2024-05-31,2024-08-30 15:10,有価証券報告書－第38期(2023/06/01－2024/05/31),,,,,,1,1,1
S100UA0T,E05449,37600,2011101006189,株式会社ケイブ,,010,030000,120,2023-06-01,2024-05-31,2024-08-30 15:17,有価証券報告書－第30期(2023/06/01－2024/05/31),,,,,,1,1,1
S100UB0Y,E05601,38100,6011001049177,サイバーステップ株式会社,,010,030000,120,2023-06-01,2024-05-31,2024-08-30 15:30,有価証券報告書－第24期(2023/06/01－2024/05/31),,,,,,1,1,1
S100UAPT,E36637,41980,3013301014169,株式会社テンダ,,010,030000,120,2023-06-01,2024-05-31,2024-08-30 15:31,有価証券報告書－第29期(2023/06/01－2024/05/31),,,,,,1,1,1
S100UB37,E38690,55770,7010001161164,株式会社アイデミー,,010,030000,120,2023-06-01,2024-05-31,2024-08-30 16:04,有価証券報告書－第10期(2023/06/01－2024/05/31),,,,,,1,1,1
